instruction,input,output,answer_text,row_id,case_id,answer_status,answer_method,answer_confidence,fixed_case_id,reference_letter
"Please answer the following multiple-choice question:
A 58 year old male presents with fatigue, abdominal pain and bloody stools. Colonoscopy reveals a mass in the descending colon. For surgical removal of the mass, ligation of which of the following arteries is required?
A. Superior mesenteric artery
B. Inferior mesenteric artery
C. External iliac artery
D. Internal iliac artery",,B,Inferior mesenteric artery,9812,c71e8a6c4a97a9aaadfec09f4124128ae59d853878968154d986f12fafeca4b1,SOURCE_DERIVED_HIGH,final_marker_text,1.0,2a25035f1889e46d6a675cecfd63ea6e6c6d99526bc3e82fccd28f68ce360096,B
"Please answer the following multiple-choice question:
A 50 year old female is admitted with abdominal pain and anuria. Radiological studies revealed bilateral impacted ureteric stones with hydronephrosis. Urine analysis showed RBCs with pus cells in urine. Serum creatinine level was 16 mg/dl and urea level was 200 mmol/1. Which of the following should be the immediate treatment?
A. Hemodialysis
B. 'J' stent drainage
C. Lithotripsy
D. Ureteroscopic removal of stones",,B,'J' stent drainage,9292,cf98e3eafdc887e5ea25dfed45d611fc67c31e2aae49382fea342fe579ce950a,SOURCE_DERIVED_HIGH,final_marker_text,0.9,2f27b9e1baa0a66597992b8ed69434e83c3a76957ff096d7b77265b810bc9c99,B
"Please answer the following multiple-choice question:
Dribbling of saliva is feature of: JIPMER 14?
A. Antemoem hanging
B. Strangulation
C. Postmoem hanging
D. Drowning",,D,Drowning,2029,33206abd57fb2706ab923e773d2fc4c1579905c996753c7131fde142483a339d,SOURCE_DERIVED_MODERATE,conclusion_sentence,0.76,3519487aa98ebdf47f2b11ae849d5c086ad7a4583babd36bdf5b398c45d2ec9e,D
"Please answer the following multiple-choice question:
A 15 year old girl presented with weakness for 2 months. On examination she had pallor and icterus. Spleen was palpable. Lab examination findings are increased MCV, reduced MCHC, reticulocystosis. Osmotic fragility test is positive and Coomb's test is negative. Diagnosis is?
A. Iron deficiency anemia
B. AIHA
C. G-6-PD deficiency anemia
D. Hereditary spherocytosis",,D,Hereditary spherocytosis,5562,20b8cfa467a2eed0c38f6306b30f73ccbae0c83e4865707b5d719e8c19d13d28,SOURCE_DERIVED_HIGH,final_marker_text,1.0,367378d3008e6662b1af690d46c12c6f65d3ed32d236ba9cea525f1f888f7f6c,D
"Please answer the following multiple-choice question:
A 40-year-old man has been infected with HIV for the past 10 years. During this time, he has had several bouts of oral candidiasis, but no major illnesses. He is now diagnosed with Kaposi sarcoma involving the skin. He has had a 7-kg weight loss in the past 6 months. Laboratory studies show the HIV-1 RNA viral load is currently 60,000 copies/mL. Which of the following types of cells is most depleted in his lymph nodes?
A. CD4+ lymphocyte
B. CD8+ lymphocyte
C. CD19+ lymphocyte
D. Macrophage",,A,CD4+ lymphocyte,8505,666e880170b4b4a6f1eb177590d08b87e662bfb507f5beef35e700ff3ef44f94,SOURCE_DERIVED_HIGH,final_marker_text,0.9,3802cc8d909e8591226cd6cab763824ba9ba57dd9e8b87cc2fb5b9a1ae6ad29f,A
"Please answer the following multiple-choice question:
Rotameters?
A. Depend on laminar low for their accuracy
B. Will only function when upright
C. Are constant pressure drop-constant orifice devices
D. Are not accurate below 1L/min",,B,Will only function when upright,547,cb71fdc1d90a29b8f736bc8eeb2241af53e01e9bbe1a463d4124155769a384ca,SOURCE_DERIVED_MODERATE,tail_unique_option,0.8,407b20473fd32c93766e5b49c7fa29c610a0db914db4759bef5e021d13bdf585,B
"Please answer the following multiple-choice question:
A 27-year-old male presents with a testicular mass, which is resected and diagnosed as being a yolk sac tumor. Which one of the listed substances is most likely to be increased in this patient's serum as a result of being secreted from the cells of this tumor?
A. Acid phosphatase
B. a fetoprotein (AFP)
C. Alkaline phosphatase
D. b-human chorionic gonadotropin (b-hCG)",,B,a fetoprotein (AFP),6944,7c2c7ef8ea516ef68db114ab4b43bdfd36eb25d2a480be6cce5b7cf88d0cfa96,SOURCE_DERIVED_HIGH,final_marker_text,0.9,4301c0ab0c7fdab44b41b266525842c244c9fd4afbb5825b7c801fec2122206b,B
"Please answer the following multiple-choice question:
Four days after undergoing a craniotomy and evacuation of a subdural hematoma, a 56-year-old man has severe pain and swelling of his right leg. He has chills and nausea. He has type 2 diabetes mellitus and chronic kidney disease, and was started on hemodialysis 2 years ago. Prior to admission, his medications were insulin, enalapril, atorvastatin, and sevelamer. His temperature is 38.3°C (101°F), pulse is 110/min, and blood pressure is 130/80 mm Hg. Examination shows a swollen, warm, and erythematous right calf. Dorsiflexion of the right foot causes severe pain in the right calf. The peripheral pulses are palpated bilaterally. Cardiopulmonary examination shows no abnormalities. Laboratory studies show:
Hemoglobin 10.1 g/dL
Leukocyte count 11,800/mm3
Platelet count 230,000/mm3
Serum
Glucose 87 mg/dL
Creatinine 1.9 mg/dL
Which of the following is the most appropriate next step in treatment?""?
A. Unfractionated heparin therapy
B. Inferior vena cava filter
C. Urokinase therapy
D. Warfarin therapy\n\",,B,Inferior vena cava filter,3768,7bc5549c542962047465cc844c7fa27f62444df8903e9cd14e82bfb977989b0c,SOURCE_DERIVED_MODERATE,tail_unique_option,0.8,43380232b606ca676cdcd1f62809dc485546a79962c841ce8e79617245354800,B
"Please answer the following multiple-choice question:
For better detection of an early lesion use:?
A. Low KVp
B. Low mA
C. Low exposure time
D. All of the above",,D,All of the above,2853,2ed94d3774c1774289bae28f972363010333c10d9646e66be224e344236c4966,SOURCE_DERIVED_HIGH,explicit_phrase_text,1.0,4c4fe1c4c3124e3f25873f5eb531ab51c25c8d14be49214814eee3f91ae1ec42,D
"Please answer the following multiple-choice question:
In Jorgenson technique drugs given by IV routes are:?
A. Pentobarbitol
B. Scopalamine
C. Pethidine
D. All of the above",,D,All of the above,2252,2103f841b07d4ca3a09672b2847431b55e278d990af05ac65084a5be34a93e7e,SOURCE_DERIVED_HIGH,explicit_phrase_text,1.0,4cf0431147162c84f3b1ee4df64903893ca40c882a57376557cf76b5909e9849,D
"Please answer the following multiple-choice question:
Vegetable poison mimicking viper snake poison is?
A. Madar
B. Croton
C. Abrus
D. Semicarpus",,D,Semicarpus,1409,0199b6e1e8f4f3c869a7f8ab979a5c41432f607c3103de749a6a3e103c439801,SOURCE_DERIVED_MODERATE,conclusion_sentence,0.76,4d5faa4698e17b9e10eb9dd3f80cf961c8627eb6b075b2897a23dad36fa2ce0b,D
"Please answer the following multiple-choice question:
A 55 year old diabetic man is brought to the emergency room in an unresponsive state. The following laboratory values are obtained: PCO2 19 mm Hg, HCO3 11 mEq/L, and pH 6.9. The most appropriate immediate treatment of this patient is ?
A. Administration of an oral hypoglycemic agent
B. Administration of bicarbonate
C. Administration of insulin
D. Close observation only",,C,Administration of insulin,9597,b0dd9a4597eb0264cd7dea158b2f833fc0aa2a5bc272082ec502f41a2051818a,SOURCE_DERIVED_HIGH,final_marker_text,0.9,4efee548a4f26e1de9078aa0218af7c541812b571d328f00857bc2216f0cd9f4,C
"Please answer the following multiple-choice question:
The recommended daily energy intake of an adult woman with heavy work is?
A. 2900
B. 1800
C. 2100
D. 2300",,A,2900,2140,d79907c88ebbffee8e19c36260959cb97ff83c20354ad30a7099f25092c7f372,SOURCE_DERIVED_MODERATE,explicit_phrase_text,0.86,4fd2930af5c19cdae85763920e1f1a3d34b93dc14c52cf016cfc050530bb4ec2,A
"Please answer the following multiple-choice question:
26 yr old female came for the first time in OPD with lump in breast first investigation?
A. USG
B. Mammogram
C. MRI
D. PET scan",,B,Mammogram,847,4717cf6f2f4b44c7479a96cf4ab227953ae896c25d80846071685fd703c617b6,SOURCE_DERIVED_HIGH,explicit_phrase_text,1.0,52b3f4e7565d14f26775c35801001a4a91ae458392106731a44c2055f06e4a0b,B
"Please answer the following multiple-choice question:
A 3-month-old child has a typical mewing cry and a congenital hea disease. The most probable chromosomal abnormality is:?
A. 5q-
B. 5p-
C. 4p-
D. 9p-",,B,5p-,7217,313de79cbe26e61453814898af98a727437cfffef69e6bbac4b9c25626d080ca,SOURCE_DERIVED_HIGH,final_marker_text,0.9,5ac160de061ef453299b8d6a9d7c98439f963cc3a26dfc26163af7b5ab303761,B
"Please answer the following multiple-choice question:
A 3 day neonate has refusal to feeding and gets with vomiting on forceful feeding. There is also abdominal distension. Urine Benedict's test is positive. Which of the following Reducing substance is likley to be found in urine?
A. Galactose
B. Glucose
C. Fructose
D. Sucrose",,C,Fructose,1382,4bcc0e2886836a184c109514889436fc5b163fb7e3f8d78501a5ffd9c2db7b8d,SOURCE_DERIVED_MODERATE,conclusion_sentence,0.76,6680a88286f566bbccbcadcef456c3a2e7de5c18f965144ea0d7b2abec9b61c0,C
"Please answer the following multiple-choice question:
A 10 year old boy develops an itchy, vesicular rash, which is maximal on his face and trunk. Physical examination demonstrates a mixture of lesions, with macules, papules, vesicles, and crusted lesions. The mother repos that the lesions seem to be occurring in crops. Which of the following is the most likely diagnosis?
A. Herpes simplex I
B. Herpes simplex II
C. Measles
D. Varicella",,D,Varicella,5241,8bd8b55362621e4fa0caedf2d596f98f9cc7bd2ad41fa07ceb28b408490b7776,SOURCE_DERIVED_HIGH,final_marker_text,0.9,68da436f35d92b6563f297490cb1a11d0f5de723a2fac9764d2b5ff241470701,D
"Please answer the following multiple-choice question:
A 23-year-old homeless man is found to have consumed alcohol adulterated with methanol. He is started on treatment effective for minimizing the toxicity to methanol. Which of the following is the most likely explanation for the benefit of this treatment?
A. enhances renal excretion of methanol
B. prevents biotransformation of methanol
C. combines to form a nontoxic polymer
D. changes the toxin's volume of distribution",,B,prevents biotransformation of methanol,6822,df54327c333b7d1aafb5980ba85a94a360380cc29e7a49a6fb9b1cfcc5e78efc,SOURCE_DERIVED_HIGH,final_marker_text,0.9,6df66a20f36b558561a426c2fb36c0f03137d69f4b16a4986d4368043ace4241,B
"Please answer the following multiple-choice question:
A 45-year-old man comes to the physician for a 2-day history of headache and breathlessness on exertion. During the same period, he has vomited twice and not passed urine. He also reports pain and stiffness in his fingers that has worsened progressively over the past 2 years. He has no history of serious illness and takes no medications. He does not smoke or drink alcohol. He is in moderate distress. His temperature is 37.2°C (98.9°F), pulse is 88/min, blood pressure is 170/100 mm Hg, and respirations are 24/min. Pulse oximetry on room air shows an oxygen saturation of 91%. Examination reveals pallor, 2+ pretibial edema, and jugular venous distention. The skin on the arms, chest, and upper back is coarse and thickened. Diffuse cutaneous hyperpigmentation and hypopigmented patches with perifollicular hypopigmentation are noted. Contractures are present in the proximal interphalangeal joints of both hands. Diffuse crackles are heard on auscultation of the chest. There is dullness to percussion and decreased breath sounds over both lung bases. S1 and S2 are normal. An S3 gallop is heard at the apex. The remainder of the examination shows no abnormalities. His hemoglobin concentration is 8.1 g/dL, and his serum creatinine is 5.3 mg/dL. Further evaluation of this patient is most likely to show which of the following?
A. Increased anticentromere antibody titers
B. Decreased serum haptoglobin levels
C. Increased total iron binding capacity
D. Increased anti-CCP antibody titers\n\",,B,Decreased serum haptoglobin levels,3619,25dcbf7d0f6ed396be449ba2d55214d464d6c15763650703b72d9225f843e343,SOURCE_DERIVED_HIGH,explicit_phrase_text,1.0,710f8b6e27dfdfe882fff0334c98949d3370dbbe5c2295f312148e5fb6876646,B
"Please answer the following multiple-choice question:
In paogram, first time of the initial markings are made in:?
A. Left side of the action line
B. On the action line
C. On the ale line
D. Right side of the ale line",,C,On the ale line,669,3d5d562c9d93d6cbbb170f770507e4cc05a027193c9bb252e6ed35ae3eb0cc6a,SOURCE_DERIVED_MODERATE,explicit_phrase_text,0.86,7c8b28b39dc13c83b8c8597033fd298b5680077e989efc3fbc357136e217514f,C
"Please answer the following multiple-choice question:
A 58 year old man shows positive Rinne test. He probably have:?
A. Wax in ear
B. Chronic suppurative otitis media
C. Otomycosis
D. Normal hearing",,B,Chronic suppurative otitis media,9816,b9523bdde345767830e5e2be814198adbf05ce7e5efb18666e0e9f32453c2e8e,SOURCE_DERIVED_HIGH,final_marker_text,0.9,7eec8c31a472f6ffc9752c308f8acfcaa8c4eccf752e38ae96bdccc6b482eb97,B
"Please answer the following multiple-choice question:
A 20-years old nulliparous women is on oral contraceptives pills. She is currently diagnosed as having pulmonary tuberculosis. Which anti-tubercular drug decreases the effect of OCP:?
A. INH
B. Pyrazinamide
C. Ethambutol
D. Rifampicin",,D,Rifampicin,6113,3aafcc843b429d9a857a70e7a52dfece398ab537ce9cba6d7c3a02e0d59bc048,SOURCE_DERIVED_HIGH,final_marker_text,0.9,8899e503a27be43cb290e1b94b14aac9849fd49787e79ab623f4bf776dee01de,D
"Please answer the following multiple-choice question:
'Mission Indradhanush' includes all of the vaccines except:?
A. BCG
B. Japanese Encephalitis
C. Typhoid
D. Measles",,C,Typhoid,4249,61e4e97d5a8b81c957955389f31118cb9f7612da33b411d1d2c9d3974608bf6d,SOURCE_DERIVED_HIGH,explicit_phrase_text,1.0,8b9bf61adf71580ae069bf3b56a04ba7921808005231856138368bcdf2bc8e70,C
"Please answer the following multiple-choice question:
Barium oesophagogram findings in carcinoma esophagus are all EXCEPT?
A. Distortion of the esophageal lumen
B. Annular stricture
C. Edges of filling defect are not clear-cut
D. Irregular \rat - tail\ filling defect of the distal esophagus",,D,Irregular \rat - tail\ filling defect of the distal esophagus,1155,55820fc28e5c94c67525e918058492f2d4b540cafbadf9c22376e5693a1431b1,SOURCE_DERIVED_MODERATE,tail_unique_option,0.8,8d29da50bee2a7f24898383a94500513668c1b43e8a552e3eb8931c3d9e82fd5,D
"Please answer the following multiple-choice question:
A 2 month old baby with acute viral hepatitis like illness slips into encephalopathy after 48 hours. The mother is a known hepatitis B carrier Mother's hepatitis B virus serological profile is most likely to be:?
A. HbsAg positive only
B. HbsAg and HbeAg positive
C. HbsAg and Hbe antibody positive
D. HBVDNA positive",,B,HbsAg and HbeAg positive,5878,1e82dc785104ed78e6ef47d25b07d21e84e6cfeee254d5a3b8d4a95f1f45d4e6,SOURCE_DERIVED_HIGH,final_marker_text,0.9,9018c42cefbdcc7f03675d694bbcb41a796b76f7bd995d452c5558a81f7296fd,B
"Please answer the following multiple-choice question:
A 10 year old girl presents with sore throat and fever. She denies any cough or rhinorrhea. A throat culture grows bacitracin-sensitive bacterial colonies. The infecting organism would be protected from the lytic action of detergents by its?
A. Keratin-like proteins in the spore coat
B. Lipopolysaccharide in the outer membrane
C. Peptidoglycan layer
D. Periplasmic space",,C,Peptidoglycan layer,5265,1bbd077263d14a0b51bb252f189a4c3a75db2edf139ba2916a0ecc0cdba47504,SOURCE_DERIVED_HIGH,final_marker_text,0.9,949d57cbb108508a9162f54512c4a20df84891445c4d9667771422b0c95d5c3d,C
"Please answer the following multiple-choice question:
Non-Polar Amino Acids are?
A. Alanine
B. Tryptophan
C. Isoleucine
D. Lysine",,A,Alanine,3037,e7eba0f3418559c5fe0f9a92939983d8ef828ae446327f79bf5f2bbb2dafae80,SOURCE_DERIVED_MODERATE,conclusion_sentence,0.76,9981ffba15f8e2e1d4ef9e6ada7c98be372bba3fa4dc3b7765b9ce6f45f347ea,A
"Please answer the following multiple-choice question:
A 27 year old sexually active male develops a vesiculobullous lesion on the glans soon after within 8hrs taking tablet diclofenac for viral fever. The lesion healed with hyperpigmentation.The most likely dignosis is-?
A. Behcet's syndrome
B. herpes genitalis
C. fixed drug erruption
D. pemphigus vulgaris",,C,fixed drug erruption,6937,c150e78a1b1fe5b1198d11d5288e92f08f9e0d812f43e0fa1b5f9fcd09643086,SOURCE_DERIVED_HIGH,explicit_phrase_text,0.97,a11fcb4b44fe00ccf5c07ae150aafea16b1a4d8bfc4776d2fac4dc09da8a5fe0,C
"Please answer the following multiple-choice question:
A 5 year 11 months old female patient complains about the irritation in the gums over her back tooth. Intraorally a white hard spicule was seen embedded overlying the crest of the ridge. With the given findings and radiograph presented, What will be the diagnosis for this condition?
A. Eruption cyst
B. Eruption sequestrum
C. Calculus
D. Epstein’s pearls",,B,Eruption sequestrum,9128,923a0f93684debaed295f5378fe643038206a9f054c7459e699e512173273a3b,SOURCE_DERIVED_MODERATE,conclusion_sentence,0.76,a32bc1188b1aa8821277cdc881a675320c57b5f01258fd0df2ae4e67bc7c5256,B
"Please answer the following multiple-choice question:
A 19-year-old man working as a driver comes to Psychiatrist with excessive anxiety and fear. He repos that every time he drives over a bump in the road, he is convinced that he has accidentally run over a small child. He has to pull over and check underneath his car for blood and retrace his driving route to look for any injured children. As a result, he is always late for work.He also has intrusive thoughts about stabbing his coworkers.He prays to try to erase these thoughts from his mind, but this rarely helps. First-line pharmacological treatment of this patient's condition primarily affects which of the following neurotransmitters?
A. Acetylcholine
B. Dopamine
C. Norepinephrine
D. Serotonin",,D,Serotonin,5814,b534e32aa2e800cadfbf60a420b5d5c037a3a736b60d8530aa7918136ddf33a9,SOURCE_DERIVED_HIGH,final_marker_text,1.0,a45f14cc0156d2c13f7e84e349165b56c7a9e05d8769e88b7f7f4cb4e3352c1a,D
"Please answer the following multiple-choice question:
A 3-month-old girl was referred for recurrent fever, pneumonia, diarrhea, chronic dermatitis, failure to thrive, and motor retardation. The patient was the daughter of consanguineous parents and had a female sibling who had died due to recurrent infections. She suffered from oral thrush and a diffuse brownish colored macular rash on the trunk. Chest auscultation revealed bilateral crackles at the lower zones. Chest X-ray, indicated the absence of thymus shadow; a para-cardiac infiltration and an inferolateral squaring scapulae were demonstrated.Laboratory tests revealed mild anemia with profound lymphocytopenia, and hypogammaglobulinemia. adenosine deaminase (ADA) enzyme activities were low.What is the diagnosis?
A. Gout
B. Dwarfism
C. Mental retardation
D. Immunodeficiency",,D,Immunodeficiency,7210,321a5e44b1385e8bdff5336cd3cd30019ebd2ea7982240ee50923a78dda14748,SOURCE_DERIVED_HIGH,final_marker_text,0.9,a5178b23b1de0bfcf6145f2107773bf8487114d8cdd54b2f08fbbab3beb3c41b,D
"Please answer the following multiple-choice question:
A 37-year-old woman presents to the emergency room after falling down some stairs at work. She reports no pre-monitory symptoms prior to the fall or any loss of consciousness. Recently she has noticed persistent symptoms of fatigue, muscle weakness, and unexpected weight gain. She has no past medical history and is not taking any medications.On examination, the blood pressure is 164/92 mm Hg and heart rate is 84/min. There are multiple skin bruises, facial fullness, and truncal obesity with red ""stretch marks."" Muscle strength in the proximal muscles is 4/5 and the reflexes are normal. Which of the following is the most appropriate initial diagnostic test?
A. computerized tomography (CT) scan of the abdomen
B. fasting glucose
C. overnight dexamethasone suppression test
D. electromyogram (EMG) studies",,C,overnight dexamethasone suppression test,8101,7f6e53639c04a50a304f470e4246d6fb194cc32c5466c01be828ce6d23e0e3e0,SOURCE_DERIVED_HIGH,final_marker_text,0.9,a5923d7eab799b1a39f76141cee5be4b11c6c8198927f0543663aad6a9a23004,C
"Please answer the following multiple-choice question:
A 40 year old male had undergone splenectomy 20 years ago. Peripheral blood smear examination would show the presence of -?
A. Dohle bodies
B. Hypersegmented neutrophils
C. Spherocytes
D. Howell-Jolly bodies",,D,Howell-Jolly bodies,8653,c9365a0bbb936421ce58cd48dcf2781a792056c18a3615a9d83c86e0665d33bd,SOURCE_DERIVED_HIGH,final_marker_text,0.9,aa556a90a3d2819d3338fa79c35971d83cfc0619f5f04e81362081959842a139,D
"Please answer the following multiple-choice question:
A 25 year old male presents with a history of chronic diarrhea. Pathological examination reveals cryptitis and crypt abscesses. The likely diagnosis is:?
A. Crohn's disease
B. Ulcerative colitis
C. Giardiasis
D. Microscipic colitis",,B,Ulcerative colitis,6547,b1cb53e6dd8eae3c6ea258e0bfcfadf4c821e612e2ed3c66f6ff986195569f5e,SOURCE_DERIVED_HIGH,final_marker_text,0.9,adadff7fabc8a18f283c988092c0f81adce4eca488c1994e244f7880fd1e2d19,B
"Please answer the following multiple-choice question:
""Raptures of the depth"" are caused by:?
A. CO narcosis
B. CO2 narcosis
C. N2 narcosis
D. O2 toxicity",,C,N2 narcosis,4018,f477d3aaceac83f62d969a172631fb8b5ee0a7e9c2f411dffc9379bb225f1e00,SOURCE_DERIVED_HIGH,final_marker_text,1.0,b65c2f345d35808b3bad9f2a56d22a4ed0cc8535768114cd956e4407e8e4905c,C
"Please answer the following multiple-choice question:
A 52-year-old businessman with nephrotic syndrome after a non-stop flight from New York to New Delhi presents with sudden onset of breathlessness, haemoptysis, and chest pain. He is brought into Casualty in shock. His chest X-ray is normal. The ECG shows sinus tachycardia.?
A. Pneumothorax
B. Myocardial infarction
C. Pulmonary embolism
D. Aoic dissection",,C,Pulmonary embolism,9525,58872f7cdcd69fdd732444e110bc342b28c34111f5f491da66aef621209e2a0b,SOURCE_DERIVED_HIGH,final_marker_text,1.0,b75ae842b06fc3b6847db876b039cd7ffa2d04e7a01f174404f53b372951201e,C
"Please answer the following multiple-choice question:
A 1-week-old girl was admitted to NICU for evaluation of vomiting and severe dehydration. On examination there is hyperpigmentation of the nipples and virilization. Her laboratory repos shows serum sodium levels very low and serum potassium levels are high but there is no haemolysis and serum glucose is 44 mg/dL. Which of the following is the most likely diagnosis?
A. Pyloric stenosis
B. Secondary hypothyroidism
C. Hyperaldosteronism
D. Congenital adrenal hyperplasia",,D,Congenital adrenal hyperplasia,5202,7d29228e75af92c7d5908a3aa57418e7fc6e59b3d5614bf02249ba5a851579b1,SOURCE_DERIVED_HIGH,final_marker_text,0.9,be91f84e7dc39951a37392740c9f3ac828222bb0cb0dd8aca96915ea0d514333,D
"Please answer the following multiple-choice question:
A 25-year-old woman presents with symptoms of fatigue and weakness. On examination, there is diplopia, ptosis, weakness, and fatigability of muscles on repeated use. Which of the following is the most likely diagnosis?
A. myasthenia gravis
B. multiple sclerosis
C. TIAs
D. muscular dystrophy",,A,myasthenia gravis,6818,fb30c86c06b98b610f5edb6eed76b3aa4a681c71d2cc4296dab38e2578974daa,SOURCE_DERIVED_HIGH,final_marker_text,0.9,c5eb869965661a4fc3b8a8aaf313a22efd8aeb27f01b64e2774f4d9f4425f5dc,A
